timestamp,iat,src_ip,dst_ip,src_port,dst_port,length,ip_proto,highest_layer,tcp_flag_fin,tcp_flag_syn,tcp_flag_rst,tcp_flag_psh,tcp_flag_ack,tcp_flag_urg,tcp_flag_ece,tcp_flag_cwr
1725000002.21,0.009864128491587326,10.0.0.5,142.250.76.206,53726,21,1388,17,DNS,0,0,0,1,0,0,1,1
1725000002.22,0.028682058974926157,10.0.0.5,8.8.8.8,38387,8000,1110,6,HTTP,1,0,0,0,1,1,1,1
1725000002.23,0.03193749830110514,10.0.0.5,142.250.76.206,9738,25,264,6,UDP,1,0,0,0,1,1,0,1
1725000002.24,0.030466712874629993,10.0.0.5,142.250.76.206,54295,443,1392,6,UDP,1,1,1,0,0,0,1,1
1725000002.25,0.004812283881402174,10.0.0.5,142.250.76.206,36179,25,79,17,HTTP,0,0,0,1,0,1,0,1
1725000002.26,0.033059573050747464,192.168.1.10,142.250.76.206,55413,53,448,17,TLS,1,0,1,0,0,0,1,1
1725000002.27,0.03159773623397593,192.168.1.10,142.250.76.206,48354,53,439,6,UDP,0,1,0,1,0,1,1,1
1725000002.28,0.04119427445010072,192.168.1.10,142.250.76.206,21442,25,1131,6,FTP,1,1,0,0,0,1,1,1
1725000002.29,0.040175634956516416,192.168.1.10,142.250.76.206,27023,53,253,6,UDP,1,0,0,1,1,0,1,1
1725000002.3,0.016358410396632782,192.168.1.10,8.8.8.8,27612,8000,1454,6,TLS,1,1,0,1,0,0,0,0
1725000002.31,0.0361023666463277,10.0.0.5,8.8.8.8,18444,80,331,17,UDP,0,0,1,1,1,1,0,0
1725000002.32,0.0433636693786178,192.168.1.10,8.8.8.8,50669,53,1301,17,TLS,1,0,0,0,1,0,1,0
1725000002.33,0.04464738790953948,10.0.0.5,142.250.76.206,25040,80,899,6,TCP,0,1,1,1,1,0,0,0
1725000002.34,0.008075616347349962,10.0.0.5,142.250.76.206,45989,8080,420,6,TCP,1,1,0,1,0,0,1,1
1725000002.35,0.0013351175043142317,192.168.1.10,8.8.8.8,35969,21,668,17,TLS,0,1,0,1,1,0,0,1
1725000002.36,0.032540372171111435,192.168.1.10,142.250.76.206,27388,443,225,6,FTP,1,0,0,1,0,1,1,1
1725000002.37,0.010733813637188167,10.0.0.5,142.250.76.206,45321,80,678,17,FTP,1,0,1,0,1,0,1,0
1725000002.38,0.028185486213353463,192.168.1.10,8.8.8.8,12285,8080,1056,17,HTTP,0,0,0,0,0,0,1,0
1725000002.39,0.04724022649034205,192.168.1.10,142.250.76.206,37096,443,356,17,TCP,0,1,1,1,0,1,1,1
1725000002.4,0.018965981212628387,192.168.1.10,142.250.76.206,10491,8080,1445,17,HTTP,0,0,1,0,0,0,1,0
1725000002.41,0.012638727519215338,10.0.0.5,8.8.8.8,7928,53,1017,6,FTP,0,1,0,0,1,1,0,0
1725000002.42,0.02282550249809347,10.0.0.5,8.8.8.8,54546,21,589,6,DNS,0,0,0,0,1,1,0,1
1725000002.43,0.03286219566353668,10.0.0.5,142.250.76.206,53786,80,476,17,DNS,1,1,1,1,0,0,1,1
1725000002.44,0.005054948392732939,192.168.1.10,8.8.8.8,44542,21,1177,6,TLS,1,1,1,1,0,0,0,0
1725000002.45,0.019029238175027136,192.168.1.10,8.8.8.8,60623,80,634,6,HTTP,0,1,1,0,0,0,0,1
1725000002.46,0.006686059441926135,10.0.0.5,142.250.76.206,40150,443,1416,6,HTTP,0,0,0,1,0,0,1,1
1725000002.47,0.033122311080712695,10.0.0.5,8.8.8.8,7558,8000,727,17,TCP,1,1,1,0,0,1,1,0
1725000002.48,0.0415276266131592,10.0.0.5,8.8.8.8,25797,8000,1068,17,FTP,1,1,0,1,1,1,0,0
1725000002.49,0.018842689070439123,192.168.1.10,8.8.8.8,17120,21,1362,17,UDP,0,1,0,1,0,1,0,1
1725000002.5,0.018586197638720915,10.0.0.5,142.250.76.206,47568,8000,1428,6,TLS,1,1,0,0,1,1,0,0
1725000002.51,0.026976082947371728,10.0.0.5,142.250.76.206,12228,443,414,6,SMTP,1,0,1,0,0,1,0,1
1725000002.52,0.01075288898190468,10.0.0.5,142.250.76.206,39971,25,683,6,UDP,0,1,1,1,1,1,1,0
1725000002.53,0.012370479580838546,192.168.1.10,8.8.8.8,55803,25,1094,6,SMTP,0,1,1,0,1,0,0,1
1725000002.54,0.016492614164120706,192.168.1.10,8.8.8.8,12844,8000,651,6,HTTP,0,0,1,0,1,1,0,1
1725000002.55,0.02287128490691087,192.168.1.10,8.8.8.8,59746,80,505,17,HTTP,1,0,0,0,1,1,0,0
1725000002.56,0.004076573015128671,192.168.1.10,142.250.76.206,46433,25,952,17,HTTP,0,1,1,1,1,0,0,0
1725000002.57,0.037636606818350286,10.0.0.5,8.8.8.8,3880,443,1347,6,FTP,1,0,0,1,0,1,1,0
1725000002.58,0.028952728721462713,10.0.0.5,8.8.8.8,35444,53,729,6,DNS,1,1,0,1,1,1,1,1
1725000002.59,0.01498469364452506,10.0.0.5,142.250.76.206,22468,8000,627,6,TLS,1,0,1,0,0,0,1,1
1725000002.6,0.003877328617550141,10.0.0.5,142.250.76.206,46129,25,1157,6,UDP,0,0,0,1,0,1,1,0
1725000002.61,0.038159047570074066,10.0.0.5,8.8.8.8,13442,8000,787,6,UDP,0,0,1,1,0,0,1,1
1725000002.62,0.006553949414566035,10.0.0.5,142.250.76.206,32766,443,506,17,TCP,0,1,1,0,1,1,0,0
1725000002.63,0.006660332117483914,192.168.1.10,8.8.8.8,31314,25,1323,6,DNS,0,0,0,0,1,0,1,1
1725000002.64,0.006534212290363834,10.0.0.5,142.250.76.206,33171,8000,937,17,DNS,0,0,1,0,0,0,0,0
1725000002.65,0.0040631155557995235,10.0.0.5,142.250.76.206,60476,80,1028,6,DNS,0,1,1,0,1,0,0,1
1725000002.66,0.04531961827001285,192.168.1.10,142.250.76.206,61813,8000,1231,6,DNS,0,0,1,1,0,0,1,0
1725000002.67,0.013462214983669524,10.0.0.5,142.250.76.206,5550,53,195,17,TCP,0,1,0,1,1,0,0,0
1725000002.68,0.015320528960343012,192.168.1.10,142.250.76.206,51769,53,1285,17,DNS,0,1,0,0,0,1,1,0
1725000002.69,0.04163971550010338,10.0.0.5,142.250.76.206,12073,80,257,17,TCP,0,1,1,1,0,0,1,1
1725000002.7,0.03099617298559007,10.0.0.5,8.8.8.8,11143,8080,76,17,UDP,1,0,0,1,0,1,1,0
1725000002.71,0.009357169327035942,192.168.1.10,8.8.8.8,32442,443,1486,17,UDP,0,0,0,1,1,1,1,1
1725000002.72,0.021740670618829446,10.0.0.5,8.8.8.8,63961,8000,460,6,HTTP,0,0,0,0,0,0,0,0
1725000002.73,0.04419612323610733,192.168.1.10,8.8.8.8,34830,80,101,6,UDP,1,1,0,1,1,0,0,1
1725000002.74,0.018768700850973187,192.168.1.10,8.8.8.8,38835,80,1071,17,DNS,1,0,1,1,0,1,0,0
1725000002.75,0.03554407765982669,10.0.0.5,8.8.8.8,49117,80,493,6,UDP,1,1,0,0,0,1,1,0
1725000002.76,0.004840385441823403,192.168.1.10,142.250.76.206,31823,25,661,17,SMTP,1,1,0,0,0,0,0,1
1725000002.77,0.036366238836927196,10.0.0.5,8.8.8.8,29259,25,1440,6,DNS,1,0,0,1,1,1,1,1
1725000002.78,0.038823676203262325,10.0.0.5,8.8.8.8,45953,443,880,17,HTTP,0,1,0,1,1,0,0,1
1725000002.79,0.04128833908510663,192.168.1.10,8.8.8.8,10128,80,81,17,UDP,1,0,1,1,1,0,1,0
1725000002.8,0.033710049521760564,10.0.0.5,8.8.8.8,57795,443,1036,17,DNS,0,1,0,0,0,0,0,1
1725000002.81,0.018536639741312626,10.0.0.5,8.8.8.8,23835,443,292,6,DNS,0,0,0,0,1,1,0,1
1725000002.82,0.0032106000083051813,192.168.1.10,142.250.76.206,38993,8080,523,17,UDP,1,1,1,1,0,0,1,0
1725000002.83,0.02593881170301475,192.168.1.10,8.8.8.8,64379,8000,367,17,UDP,0,0,0,1,0,0,1,1
1725000002.84,0.037872995319110106,192.168.1.10,142.250.76.206,50209,53,1376,6,HTTP,1,0,0,0,1,0,0,1
1725000002.85,0.009541910174483859,192.168.1.10,8.8.8.8,49453,53,184,17,TCP,0,0,1,1,1,1,0,1
1725000002.86,0.01331186133064718,192.168.1.10,8.8.8.8,53634,21,838,6,DNS,0,0,0,0,1,0,0,0
1725000002.87,0.026806002118968608,10.0.0.5,8.8.8.8,8529,53,739,6,TCP,0,1,0,0,1,1,0,0
1725000002.88,0.03741657814489596,10.0.0.5,8.8.8.8,29439,443,854,17,UDP,0,1,1,0,1,0,0,1
1725000002.89,0.04482933653795898,192.168.1.10,142.250.76.206,53162,80,913,6,HTTP,0,0,0,1,0,1,0,0
1725000002.9,0.006287075876708459,10.0.0.5,142.250.76.206,17886,25,207,17,HTTP,0,0,0,0,1,1,1,0
1725000002.91,0.00921351064332483,192.168.1.10,8.8.8.8,21082,8080,518,17,TCP,1,1,1,0,0,0,0,0
1725000002.92,0.03997684856940714,10.0.0.5,142.250.76.206,57646,21,876,17,FTP,1,1,1,1,0,0,0,0
1725000002.93,0.03222608115117374,10.0.0.5,142.250.76.206,51432,25,216,6,TLS,0,1,0,0,0,1,0,1
1725000002.94,0.03604863959049887,10.0.0.5,142.250.76.206,17168,80,1226,6,HTTP,1,1,1,1,0,1,1,0
1725000002.95,0.04983855825156569,10.0.0.5,8.8.8.8,1844,21,1227,17,DNS,0,1,1,1,1,1,1,0
1725000002.96,0.046958997934544056,192.168.1.10,142.250.76.206,32172,25,820,6,TLS,0,1,0,1,1,0,1,1
1725000002.97,0.04215125334207931,10.0.0.5,8.8.8.8,57230,25,1218,6,HTTP,0,0,1,0,1,1,1,0
1725000002.98,0.038855790452659106,192.168.1.10,8.8.8.8,36298,80,677,6,SMTP,1,1,0,1,1,1,1,0
1725000002.99,0.019750960760321845,10.0.0.5,142.250.76.206,11494,80,869,6,UDP,1,1,0,1,0,1,1,0
